0,2,0.7079042562630606
0,4,1.0220852910879406
0,5,1.1527933117602014
0,6,0.5314547910471085
0,7,0.5912589376467761
0,9,0.8799724336299446
1,8,0.8698179563259958
1,9,0.5035882262403516
1,2,0.9036918412049673
1,3,0.7643286567218501
1,4,0.6461860204970427
2,0,0.6155253285033049
2,1,0.5039011888060064
2,5,1.8616314022039953
2,6,2.3799559018245633
2,8,1.1334613108516982
3,8,0.5328627438637569
3,7,0.5137880480585246
4,1,0.7894024174049643
4,5,2.9136013824259948
4,6,0.7551826477369126
5,0,1.0028331609207994
5,1,0.5752241380584657
5,2,0.9030306204652865
5,3,2.9096326154161734
5,9,1.4223342451158398
6,0,0.9370960365542693
7,9,0.8106550053801179
7,3,0.5694812103800253
7,4,1.0756358114471345
8,1,0.5454494146687764
8,3,1.668655893365674
8,4,1.2869685908815975
9,8,0.5489465663562823
9,3,0.8085863113806431
9,6,0.5007483863595001
